Total # of Data,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y2O3,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,YSZ,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),Metal_Radius_Kittel,Metal_EN_Allen,Metal_Atomic_Num,Metal_T_melt,Metal_VE_Villars,Metal_Atomic_Wt,Metal_Group,Metal_Period,Metal_Density,Metal_T_boiling,Promo_Radius_Kittel,Promo_EN_Allen,Promo_Atomic_Num,Promo_T_melt,Promo_VE_Villars,Promo_Atomic_Wt,Promo_Group,Promo_Period,Promo_Density,Promo_T_boiling,CO_Conversion
1643,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4
1644,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6
1645,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2
1646,0.772863139429574,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,81.46873955866778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.758397301902658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.35,1.53,23.0,2163.15,5.0,50.9415,5.0,4.0,6.11,3680.0,2.97
1647,0.772863139429574,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,81.46873955866778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.758397301902658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.35,1.53,23.0,2163.15,5.0,50.9415,5.0,4.0,6.11,3680.0,8.92
1648,0.772863139429574,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,81.46873955866778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.758397301902658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.35,1.53,23.0,2163.15,5.0,50.9415,5.0,4.0,6.11,3680.0,26.7
1649,0.772863139429574,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,81.46873955866778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.758397301902658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.35,1.53,23.0,2163.15,5.0,50.9415,5.0,4.0,6.11,3680.0,51.7
1650,0.772863139429574,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,81.46873955866778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.758397301902658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.35,1.53,23.0,2163.15,5.0,50.9415,5.0,4.0,6.11,3680.0,71.3
1651,0.772863139429574,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,81.46873955866778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.758397301902658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.35,1.53,23.0,2163.15,5.0,50.9415,5.0,4.0,6.11,3680.0,78.4
1652,0.772863139429574,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,500,4,0.0,0.0,81.46873955866778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.758397301902658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,16,0,6,60,1.6,0.4,60,13.33,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.35,1.53,23.0,2163.15,5.0,50.9415,5.0,4.0,6.11,3680.0,78.2
1653,0.0,0.0,0.0,2.4837597668024425,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,0.0,0.0,97.51624023319755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.35,1.56,45.0,2239.15,9.0,102.9055,9.0,5.0,12.41,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243
1654,0.0,0.0,0.0,2.4837597668024425,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,0.0,0.0,97.51624023319755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.35,1.56,45.0,2239.15,9.0,102.9055,9.0,5.0,12.41,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7
1655,0.0,0.0,0.0,2.4837597668024425,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,2,0.0,0.0,97.51624023319755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.35,1.56,45.0,2239.15,9.0,102.9055,9.0,5.0,12.41,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4
1656,1.7686767243195363,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,98.23132327568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
1657,1.7686767243195363,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,98.23132327568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71
1658,1.7686767243195363,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,98.23132327568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4
1659,0.0,4.3968560901733795,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,300,2,0.0,0.0,95.60314390982661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.44,1.92,79.0,1337.58,11.0,196.966569,11.0,6.0,19.282,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7
1660,0.0,4.3968560901733795,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,300,2,0.0,0.0,95.60314390982661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.44,1.92,79.0,1337.58,11.0,196.966569,11.0,6.0,19.282,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8
1661,0.0,4.3968560901733795,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,300,2,0.0,0.0,95.60314390982661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.44,1.92,79.0,1337.58,11.0,196.966569,11.0,6.0,19.282,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
1662,0.0,0.0,2.5277263592363335,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,97.47227364076367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.34,1.54,44.0,2583.15,8.0,101.07,8.0,5.0,12.37,4423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91
1663,0.0,0.0,2.5277263592363335,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,97.47227364076367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.34,1.54,44.0,2583.15,8.0,101.07,8.0,5.0,12.37,4423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5
1664,0.0,0.0,2.5277263592363335,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,97.47227364076367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.34,1.54,44.0,2583.15,8.0,101.07,8.0,5.0,12.37,4423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2
1665,0.0,0.0,0.0,0.0,0.0,0.0,3.195169430452148,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,96.80483056954785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.38,1.58,46.0,1824.15,10.0,106.42,10.0,5.0,12.02,3236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
1666,0.0,0.0,0.0,0.0,0.0,0.0,3.195169430452148,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,96.80483056954785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.38,1.58,46.0,1824.15,10.0,106.42,10.0,5.0,12.02,3236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71
1667,0.0,0.0,0.0,0.0,0.0,0.0,3.195169430452148,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,96.80483056954785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.38,1.58,46.0,1824.15,10.0,106.42,10.0,5.0,12.02,3236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4
1668,0.0,0.0,0.0,0.7737567443635143,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.22624325563649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.35,1.56,45.0,2239.15,9.0,102.9055,9.0,5.0,12.41,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243
1669,0.0,0.0,0.0,0.7737567443635143,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.22624325563649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.35,1.56,45.0,2239.15,9.0,102.9055,9.0,5.0,12.41,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24
1670,0.0,0.0,0.0,0.7737567443635143,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.22624325563649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.35,1.56,45.0,2239.15,9.0,102.9055,9.0,5.0,12.41,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93
1671,1.2311835057631713,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76881649423682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73
1672,1.2311835057631713,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76881649423682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2
1673,1.2311835057631713,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76881649423682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8
1674,0.0,4.0923854355249105,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.90761456447508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.44,1.92,79.0,1337.58,11.0,196.966569,11.0,6.0,19.282,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6
1675,0.0,4.0923854355249105,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.90761456447508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,30,0,10,20,10,0,60,1,1.44,1.92,79.0,1337.58,11.0,196.966569,11.0,6.0,19.282,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3
1676,0.0,4.0923854355249105,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.90761456447508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,30,0,10,20,10,0,60,1,1.44,1.92,79.0,1337.58,11.0,196.966569,11.0,6.0,19.282,3129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5
1677,0.0,0.0,3.123696112588973,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,400,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.87630388741103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,30,0,10,20,10,0,60,1,1.34,1.54,44.0,2583.15,8.0,101.07,8.0,5.0,12.37,4423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11
