Total # of Data,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y2O3,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,YSZ,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),Metal_Radius_Kittel,Metal_EN_Allen,Metal_Atomic_Num,Metal_T_melt,Metal_VE_Villars,Metal_Atomic_Wt,Metal_Group,Metal_Period,Metal_Density,Metal_T_boiling,Promo_Radius_Kittel,Promo_EN_Allen,Promo_Atomic_Num,Promo_T_melt,Promo_VE_Villars,Promo_Atomic_Wt,Promo_Group,Promo_Period,Promo_Density,Promo_T_boiling,CO_Conversion
4242,0.09852442789307328,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41443926188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487036310226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,12.1
4243,0.09852442789307328,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41443926188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487036310226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,24.2
4244,0.09852442789307328,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41443926188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487036310226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,46.6
4245,0.09852442789307328,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41443926188046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487036310226471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,91.5
4246,0.08594943412878399,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3240195756389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590030990232313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,1.45
4247,0.08594943412878399,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3240195756389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590030990232313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,2.9
4248,0.08594943412878399,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3240195756389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590030990232313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,4.83
4249,0.08594943412878399,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3240195756389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590030990232313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,10.6
4250,0.08594943412878399,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3240195756389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590030990232313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,21.5
4251,0.08594943412878399,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3240195756389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590030990232313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,42
4252,0.08594943412878399,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3240195756389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590030990232313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,91.8
4253,0.07622108827342076,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80132112179082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12245778993577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,1.69
4254,0.07622108827342076,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80132112179082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12245778993577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,3.38
4255,0.07622108827342076,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80132112179082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12245778993577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,8.7
4256,0.07622108827342076,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80132112179082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12245778993577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,19.3
4257,0.07622108827342076,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80132112179082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12245778993577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,34.1
4258,0.07622108827342076,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80132112179082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12245778993577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,1.82,1.1,58.0,1017.15,3.0,140.116,3.0,6.0,6.77,3716.0,89.9
4259,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
4260,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62
4261,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25
4262,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2
4263,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2
4264,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
4265,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
4266,0.0621516003325584,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93784839966744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966
4267,0.0621516003325584,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93784839966744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966
4268,0.0621516003325584,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93784839966744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21
4269,0.0621516003325584,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93784839966744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45
4270,0.0621516003325584,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93784839966744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,34.45,0,1.75,35.92,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
4271,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,400,3,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,0,0,2,10.7,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
4272,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,400,3,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249,0,0,2,10.7,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05
4273,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,400,3,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,0,0,2,10.7,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27
4274,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,400,3,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,0,0,2,10.7,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64
4275,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,400,3,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,0,0,2,10.7,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3
4276,0.883295877997047,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,400,3,0.0,0.0,99.11670412200294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,0,0,2,10.7,0,0,60,1,1.39,1.72,78.0,2045.15,10.0,195.084,10.0,6.0,21.46,4098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7
